# Fix print output for fix output
5000 0.994621400682205 800 -75.641078296158 -143.512196842422 109.140145407243 0
10000 1.02594666901251 800 -21.6756896844672 -163.149452813883 109.541024694924 0
15000 1.01269939009288 800 -26.2478247822558 -189.099367059946 94.6513475743573 0
20000 1.03370566928824 800 -32.0531580935462 -184.009655504461 88.1100537454038 0
25000 0.942761454545723 800 -25.873645608493 -166.102197647809 97.3186150173786 0
30000 1.00969624576715 800 -10.233444390232 -153.133638101087 102.249385879796 0
35000 0.997410418815069 800 -30.9289447913611 -162.147379032318 104.727667782107 0
40000 0.970087646963277 800 -15.0667206220744 -174.59808692727 98.1243121991043 0
45000 1.02049410114565 800 -7.60207561880455 -179.196298033567 104.927750892523 0
50000 1.02455958684606 800 -33.9746795141489 -167.981567473641 99.7484032603658 0
55000 0.964672697726127 800 -14.0787388512208 -167.397642353737 101.074548727467 0
60000 0.997418955395171 800 -20.2923413114212 -185.796857085883 77.3538298885896 0
65000 0.941488525618443 800 -27.4095123265148 -156.710043890831 112.945611806925 0
70000 1.02661818931404 800 -14.482893925665 -155.72920710848 91.2252139942764 0
75000 1.03751619885611 800 -31.8186104750422 -168.556153171286 86.7190211058533 0
80000 0.987771278189846 800 -34.7789057473477 -182.80595504082 101.980674956556 0
85000 0.966066464735145 800 -14.9681789287307 -179.043736181371 77.3086770894752 0
90000 0.960259806691509 800 -22.6110481084372 -164.68376809904 100.063579946987 0
95000 1.00144480766394 800 -27.2706222381417 -171.732790510492 89.4677497073504 0
100000 1.0161194050462 800 -18.8795471565416 -170.765540076081 98.1319400268549 0
105000 0.990103322379213 800 -23.0144146781906 -174.48699876771 120.721565080692 0
110000 1.01184865765277 800 -17.988164464223 -169.651486681499 105.389223500455 0
115000 0.983638059246517 800 -28.5660904098292 -172.117768497492 112.446962151432 0
120000 0.985770066083188 800 -22.3077273753585 -154.932182023797 98.2049874793067 0
125000 1.02871124807385 800 -17.359352246941 -177.057876669807 110.600228606693 0
130000 1.01882237952204 800 -22.3982877273571 -179.66468662658 101.606536666324 0
135000 1.04237404216618 800 -39.6584049655099 -180.949335607233 123.012434620873 0
140000 1.02870918533494 800 -32.5840403258731 -166.329400550849 117.545208920942 0
145000 0.999171312392685 800 -36.0845085354628 -158.269567268949 84.2150447673914 0
150000 1.01055258597661 800 -52.456892143124 -160.742451444929 100.928139269624 0
155000 0.980473439702991 800 -25.6193157895374 -169.614431849973 94.0137113224451 0
160000 0.956151487755966 800 -22.0517373719424 -181.1150388267 99.3109752217291 0
165000 1.00423794780509 800 -20.8935334712809 -170.98677983004 97.8545782329421 0
170000 1.0115904408177 800 -28.2666196612627 -175.899465727311 94.624002300341 0
175000 1.00949829104763 800 -17.8926369500534 -168.588819076333 83.5255540719819 0
180000 1.0321383995233 800 -13.4523546371025 -164.942050687158 118.942362018775 0
185000 1.03909355278299 800 -19.3779732779783 -165.194177129341 105.659474851417 0
190000 0.999923347761839 800 -28.3128119144157 -199.657782974951 95.8703041435156 0
195000 0.963414856526263 800 -19.5785459315859 -156.491667756346 110.015566128163 0
200000 1.08688233047048 800 -46.97416861163 -178.357666778643 104.451232858922 0
205000 0.984945701650553 800 -49.8037082852356 -171.088871877488 89.7205132864837 0
